,gross_amount,movie_name,open_time,year,tconst,title,releaseYear,runtimeMinutes,genres1,genres2,genres3,averageRating,numVotes,directorName,writerName
346,"$173,564",The Young & Prodigious T.S. Spivet,7/31,2015,tt1981107,The Young and Prodigious T.S. Spivet,2013,105,Action,Adventure,Comedy,7.1,14178,Jean-Pierre Jeunet,Jean-Pierre Jeunet
347,"$172,860",The Farewell Party,5/22,2015,tt3163304,The Farewell Party,2014,95,Comedy,Drama,Romance,7.1,1621,Tal Granit,Tal Granit
348,"$163,406",The Last Women Standing,11/11,2015,tt2933338,Last Woman Standing,2013,88,Documentary,Sport,,8.6,22,Juliet Lammers,Juliet Lammers
349,"$162,685",5 to 7,4/3,2015,tt2486678,5 to 7,2014,95,Comedy,Drama,Romance,7.1,14662,Victor Levin,Victor Levin
350,"$161,820",After The Ball,2/27,2015,tt2815966,After the Fall,2014,110,Crime,Drama,,5.1,760,Saar Klein,Joe Conway
351,"$161,820",After The Ball,2/27,2015,tt3717016,After the Ball,2015,101,Comedy,,,5.9,2368,Sean Garrity,Jason Sherman
352,"$161,129",3 Hearts,3/13,2015,tt2822742,3 Hearts,2014,108,Drama,Romance,,5.9,1932,Beno?t Jacquot,Julien Boivent
353,"$158,549",Human Capital,1/9,2015,tt2465578,Human Capital,2013,111,Drama,,,7.3,9593,Paolo Virz¨¬,Stephen Amidon
354,"$157,768",Hell and Back,10/2,2015,tt2141773,Hell and Back,2015,86,Adventure,Animation,Comedy,5.4,3873,Tom Gianas,Tom Gianas
355,"$155,575",Experimenter,10/16,2015,tt3726704,Experimenter,2015,98,Biography,Drama,History,6.6,14279,Michael Almereyda,Michael Almereyda
356,"$146,754",The New Girlfriend,9/18,2015,tt3184934,The New Girlfriend,2014,108,Drama,,,6.6,6128,Fran?ois Ozon,Ruth Rendell
357,"$145,427",The Last 5 Years,2/13,2015,tt2474024,The Last Five Years,2014,94,Comedy,Drama,Musical,5.9,8016,Richard LaGravenese,Jason Robert Brown
358,"$144,501",Tangerines,4/17,2015,tt3824458,Tangerine,2015,88,Comedy,Crime,Drama,7.1,19641,Sean Baker,Sean Baker
359,"$143,101",Manglehorn,6/19,2015,tt2893490,Manglehorn,2014,97,Drama,,,5.6,6120,David Gordon Green,Paul Brad Logan
360,"$135,392",La Sapienza,3/20,2015,tt3182590,La Sapienza,2014,101,Drama,,,6.5,777,Eug¨¨ne Green,Eug¨¨ne Green
361,"$134,552",Cop Car,8/7,2015,tt3813310,Cop Car,2015,88,Crime,Thriller,,6.3,25261,Jon Watts,Jon Watts
362,"$129,480",Boy and the World,12/11,2015,tt3183630,Boy and the World,2013,80,Adventure,Animation,Family,7.6,4997,Al¨º Abreu,Al¨º Abreu
363,"$113,169",Road Hard,3/6,2015,tt3110770,Road Hard,2015,98,Comedy,,,6.1,1536,Adam Carolla,Adam Carolla
364,"$104,507",Results,5/29,2015,tt3824412,Results,2015,105,Comedy,Romance,,5.4,5271,Andrew Bujalski,Andrew Bujalski
365,"$101,438",Man From Reno,3/27,2015,tt2287170,Man from Reno,2014,111,Crime,Drama,Mystery,6.8,1559,Dave Boyle,Dave Boyle
366,"$91,462",Legends from the Sky,1/30,2015,tt3625220,Legends from the Sky,2015,85,Sci-Fi,,,6.7,53,Travis Holt Hamilton,Travis Holt Hamilton
367,"$91,302",Christmas Eve,12/4,2015,tt3703148,Christmas Eve,2015,95,Comedy,,,5.0,1851,Mitch Davis,Mitch Davis
368,"$90,777",Beasts of No Nation,10/16,2015,tt1365050,Beasts of No Nation,2015,137,Drama,War,,7.8,56555,Cary Joji Fukunaga,Cary Joji Fukunaga
369,"$88,097",Sunshine Superman,5/22,2015,tt1322313,Sunshine Superman,2014,100,Biography,Documentary,Sport,6.9,1108,Marah Strauch,Marah Strauch
370,"$79,800",Nasty Baby,10/23,2015,tt3121332,Nasty Baby,2015,101,Drama,,,5.6,1972,Sebasti¨¢n Silva,Sebasti¨¢n Silva
371,"$78,400",Blackbird,4/24,2015,tt2963866,Blackbird,2013,90,Drama,,,7.2,66,Jamie Chambers,Jamie Chambers
372,"$78,400",Blackbird,4/24,2015,tt3181920,Blackbird,2014,99,Drama,,,5.6,833,Patrik-Ian Polk,Rikki Beadle Blair
373,"$73,378",The Wonders,10/30,2015,tt3044244,The Wonders,2014,110,Drama,,,6.6,3380,Alice Rohrwacher,Alice Rohrwacher
374,"$70,958",Freaks of Nature,10/30,2015,tt2123265,Freak of Nurture,2015,99,Drama,Horror,Thriller,7.2,26,John Hales,Carole Budgen
375,"$68,372",Predestination,1/9,2015,tt2397535,Predestination,2014,97,Drama,Mystery,Sci-Fi,7.5,207450,Michael Spierig,Michael Spierig
376,"$65,460",Eden,6/19,2015,tt3032282,Eden,2014,90,Drama,Thriller,,4.7,2335,Shyam Madiraju,Mark Mavrothalasitis
377,"$61,044",Dark Star: H.R. Giger's World,5/15,2015,tt4074502,Dark Star: H.R. Giger's World,2014,95,Biography,Documentary,,7.0,895,Belinda Sallin,Belinda Sallin
378,"$58,738",I Smile Back,10/23,2015,tt3640682,I Smile Back,2015,85,Drama,,,6.1,4324,Adam Salky,Paige Dylan
379,"$54,275",The Search for General Tso,1/2,2015,tt3576038,The Search for General Tso,2014,71,Comedy,Documentary,History,6.9,1524,Ian Cheney,Ian Cheney
380,"$54,030",Beloved Sisters,1/9,2015,tt2790236,Beloved Sisters,2014,138,Drama,History,Romance,6.1,1172,Dominik Graf,Dominik Graf
381,"$53,086",Aloft,5/22,2015,tt2494384,Aloft,2014,112,Drama,,,5.3,2713,Claudia Llosa,Claudia Llosa
382,"$48,869",The Seven Five,5/8,2015,tt3263548,The Seventh Fire,2015,76,Documentary,Drama,Family,6.0,135,Jack Pettibone Riccobono,Jack Pettibone Riccobono
383,"$45,895",Beyond the Reach,4/17,2015,tt2911668,Beyond the Reach,2014,91,Thriller,,,5.6,8119,Jean-Baptiste L¨¦onetti,Stephen Susco
384,"$44,903",The Salvation,2/27,2015,tt2720680,The Salvation,2014,92,Drama,Western,,6.7,30486,Kristian Levring,Anders Thomas Jensen
385,"$44,840",River of Fundament,12/4,2015,tt3529612,River of Fundament,2014,319,Drama,,,7.4,135,Matthew Barney,Matthew Barney
386,"$44,235",Madame Bovary,6/12,2015,tt2334733,Madame Bovary,2014,118,Drama,,,5.7,5948,Sophie Barthes,Felipe Marino
387,"$42,937",Charlie's Country,6/5,2015,tt1196948,Charlie Countryman,2013,103,Comedy,Drama,Romance,6.4,24151,Fredrik Bond,Matt Drake
388,"$42,937",Charlie's Country,6/5,2015,tt3244512,Charlie's Country,2013,108,Drama,,,7.2,1529,Rolf de Heer,David Gulpilil
389,"$41,297",Queen and Country,2/18,2015,tt2392810,Queen & Country,2014,114,Drama,,,6.3,1185,John Boorman,John Boorman
390,"$41,149",Love Thy Nature,2/19,2015,tt3244466,Love Thy Nature,2014,76,Documentary,,,7.7,88,Sylvie Rokab,Sylvie Rokab
391,"$40,119",What Our Fathers Did: A Nazi Legacy,11/6,2015,tt4668808,What Our Fathers Did: A Nazi Legacy,2015,96,Documentary,History,,7.0,981,David Evans,Philippe Sands
392,"$39,347",Prophet's Prey,9/18,2015,tt4188202,Prophet's Prey,2015,90,Biography,Documentary,History,7.3,1167,Amy Berg,Amy Berg
393,"$37,151",Before We Go,9/4,2015,tt0443465,Before We Go,2014,95,Comedy,Drama,Romance,6.8,37722,Chris Evans,Ronald Bass
394,"$36,336",Knock Knock,10/9,2015,tt3605418,Knock Knock,2015,99,Drama,Horror,Thriller,4.9,61693,Eli Roth,Eli Roth
395,"$34,866",Wild City,7/31,2015,tt3801934,Wild City,2015,120,Action,Crime,Thriller,5.7,679,Ringo Lam,Ringo Lam
396,"$34,404",The Forbidden Room,10/7,2015,tt3066630,The Forbidden Room,2015,130,Comedy,Mystery,,6.2,2475,Evan Johnson,Kim Morgan
397,"$31,309",Don Verdean,12/11,2015,tt3534282,Don Verdean,2015,90,Adventure,Comedy,Drama,5.4,3736,Jared Hess,Jared Hess
398,"$30,186",Runoff,6/26,2015,tt2094034,Runoff,2014,90,Drama,,,5.8,311,Kimberly Levin,Kimberly Levin
399,"$28,782",Americons,1/23,2015,tt2293060,Americons,2017,89,Action,Biography,Crime,3.9,165,Theo Avgerinos,Beau Martin Williams
400,"$28,208","Like Sunday, Like Rain",3/6,2015,tt3104818,"Like Sunday, Like Rain",2014,104,Drama,Music,,6.9,3773,Frank Whaley,Frank Whaley
401,"$27,166",The Keeping Room,9/25,2015,tt2488778,The Keeping Room,2014,95,Drama,Western,,6.0,5014,Daniel Barber,Julia Hart
402,"$26,747",Tap World,7/10,2015,tt4669204,Tap World,2015,72,Documentary,History,Music,7.0,49,Dean Hargrove,Dean Hargrove
403,"$532,177,324",Rogue One: A Star Wars Story,12/16,2016,tt3748528,Rogue One: A Star Wars Story,2016,133,Action,Adventure,Sci-Fi,7.8,418410,Gareth Edwards,Chris Weitz
404,"$486,295,561",Finding Dory,6/17,2016,tt2277860,Finding Dory,2016,97,Adventure,Animation,Comedy,7.3,188995,Andrew Stanton,Andrew Stanton
405,"$408,084,349",Captain America: Civil War,5/6,2016,tt3498820,Captain America: Civil War,2016,147,Action,Adventure,Sci-Fi,7.8,484919,Anthony Russo,Christopher Markus
406,"$363,070,709",Deadpool,2/12,2016,tt1431045,Deadpool,2016,108,Action,Adventure,Comedy,8.0,714652,Tim Miller,Rhett Reese
407,"$325,100,054",Suicide Squad,8/5,2016,tt1386697,Suicide Squad,2016,123,Action,Adventure,Fantasy,6.1,473256,David Ayer,David Ayer
408,"$270,395,425",Sing,12/21,2016,tt3031966,Swing,2014,\N,Comedy,Drama,Music,6.0,402,Csaba Fazekas,Csaba Fazekas
409,"$234,037,575",Fantastic Beasts and Where To Find Them,11/18,2016,tt3183660,Fantastic Beasts and Where to Find Them,2016,133,Adventure,Family,Fantasy,7.4,300254,David Yates,J.K. Rowling
410,"$232,641,920",Doctor Strange,11/4,2016,tt1211837,Doctor Strange,2016,115,Action,Adventure,Fantasy,7.5,400723,Scott Derrickson,Jon Spaihts
411,"$162,434,410",Jason Bourne,7/29,2016,tt4196776,Jason Bourne,2016,123,Action,Thriller,,6.6,173658,Paul Greengrass,Paul Greengrass
412,"$151,101,803",La La Land,12/9,2016,tt3783958,La La Land,2016,128,Comedy,Drama,Music,8.1,365871,Damien Chazelle,Damien Chazelle
413,"$126,643,061",The Legend of Tarzan,7/1,2016,tt0918940,The Legend of Tarzan,2016,110,Action,Adventure,Drama,6.3,136800,David Yates,Adam Cozad
414,"$125,070,033",Sully,9/9,2016,tt3263904,Sully,2016,96,Biography,Drama,,7.5,175321,Clint Eastwood,Todd Komarnicki
415,"$107,509,366",The Angry Birds Movie,5/20,2016,tt1985949,The Angry Birds Movie,2016,97,Action,Adventure,Animation,6.3,63595,Clay Kaytis,Jon Vitti
416,"$102,470,008",The Conjuring 2,6/10,2016,tt1457767,The Conjuring,2013,112,Horror,Mystery,Thriller,7.5,357013,James Wan,Chad Hayes
417,"$102,470,008",The Conjuring 2,6/10,2016,tt3065204,The Conjuring 2,2016,134,Horror,Mystery,Thriller,7.4,164638,James Wan,Chad Hayes
418,"$100,546,139",Arrival,11/11,2016,tt3779852,Arrivals,2016,\N,Drama,,,7.3,6,Wilf Varvill,Wilf Varvill
419,"$91,221,830",Ride Along 2,1/15,2016,tt1408253,Ride Along,2014,99,Action,Comedy,Crime,6.2,88274,Tim Story,Greg Coolidge
420,"$91,221,830",Ride Along 2,1/15,2016,tt2869728,Ride Along 2,2016,102,Action,Comedy,,5.9,43610,Tim Story,Phil Hay
421,"$89,217,875",Don't Breathe,8/26,2016,tt3958034,Don't Breathe,2014,86,Documentary,,,6.8,34,Nino Kirtadze,Nino Kirtadze
422,"$87,242,834",Miss Peregrine's Home for Peculiar Children,9/30,2016,tt1935859,Miss Peregrine's Home for Peculiar Children,2016,127,Adventure,Drama,Family,6.7,126965,Tim Burton,Ransom Riggs
423,"$86,260,045",The Accountant,10/14,2016,tt2140479,The Accountant,2016,128,Action,Crime,Drama,7.4,208861,Gavin O'Connor,Bill Dubuque
424,"$73,206,343",Boo! A Madea Halloween,10/21,2016,tt5325452,Boo! A Madea Halloween,2016,103,Comedy,Horror,,4.6,5985,Tyler Perry,Tyler Perry
425,"$72,082,998",10 Cloverfield Lane,3/11,2016,tt1179933,10 Cloverfield Lane,2016,103,Drama,Horror,Mystery,7.2,233616,Dan Trachtenberg,Josh Campbell
426,"$67,209,615",Hacksaw Ridge,11/4,2016,tt2119532,Hacksaw Ridge,2016,139,Biography,Drama,History,8.2,312711,Mel Gibson,Robert Schenkkan
427,"$65,075,540",Now You See Me 2,6/10,2016,tt3110958,Now You See Me 2,2016,129,Action,Adventure,Comedy,6.5,187649,Jon M. Chu,Ed Solomon
428,"$59,689,605",My Big Fat Greek Wedding 2,3/25,2016,tt3760922,My Big Fat Greek Wedding 2,2016,94,Comedy,Romance,,6.0,23599,Kirk Jones,Nia Vardalos
429,"$55,124,043",The Shallows,6/24,2016,tt2076959,The Shadows,2014,86,Drama,Fantasy,,5.0,28,Colin Downey,Colin Downey
430,"$55,124,043",The Shallows,6/24,2016,tt2309260,The Gallows,2015,81,Horror,Thriller,,4.2,16626,Travis Cluff,Chris Lofing
431,"$54,647,948",Assassin's Creed,12/21,2016,tt2094766,Assassin's Creed,2016,115,Action,Adventure,Fantasy,5.8,150408,Justin Kurzel,Michael Lesslie
432,"$51,738,905",Lion,11/25,2016,tt5480036,Lion,2017,12,Horror,,,7.4,10,Davide Melini,Davide Melini
433,"$47,695,371",Manchester by the Sea,11/18,2016,tt4034228,Manchester by the Sea,2016,137,Drama,,,7.8,185502,Kenneth Lonergan,Kenneth Lonergan
434,"$47,365,290",Warcraft,6/10,2016,tt0803096,Warcraft,2016,123,Action,Adventure,Fantasy,6.9,208492,Duncan Jones,Charles Leavitt
435,"$46,009,673",Mike and Dave Need Wedding Dates,7/8,2016,tt2823054,Mike and Dave Need Wedding Dates,2016,98,Adventure,Comedy,Romance,6.0,67186,Jake Szymanski,Andrew Jay Cohen
436,"$43,034,523",War Dogs,8/19,2016,tt2005151,War Dogs,2016,114,Comedy,Crime,Drama,7.1,135297,Todd Phillips,Stephen Chin
437,"$40,098,064",Allied,11/23,2016,tt3640424,Allied,2016,124,Action,Drama,Romance,7.1,108651,Robert Zemeckis,Steven Knight
438,"$38,583,626",Nerve,7/27,2016,tt2495778,Nerve,2013,86,Drama,Mystery,Thriller,4.7,111,Sebastien Guy,Sebastien Guy
439,"$38,583,626",Nerve,7/27,2016,tt3531824,Nerve,2016,96,Action,Adventure,Crime,6.6,89858,Ariel Schulman,Jessica Sharzer
440,"$36,880,033",Risen,2/19,2016,tt3213622,Rise,2014,104,Crime,Drama,,5.6,546,Mack Lindon,Mack Lindon
441,"$36,880,033",Risen,2/19,2016,tt3231054,Risen,2016,107,Action,Adventure,Drama,6.3,20791,Kevin Reynolds,Kevin Reynolds
442,"$36,261,763",The Nice Guys,5/20,2016,tt3799694,The Nice Guys,2016,116,Action,Comedy,Crime,7.4,211730,Shane Black,Shane Black
443,"$34,916,787",The 5th Wave,1/22,2016,tt2304933,The 5th Wave,2016,112,Action,Adventure,Sci-Fi,5.2,82924,J Blakeson,Susannah Grant
444,"$34,343,574",Inferno,10/28,2016,tt3062096,Inferno,2016,121,Action,Adventure,Crime,6.2,121323,Ron Howard,Dan Brown
445,"$30,498,085","Hail, Caesar!",2/5,2016,tt0475290,"Hail, Caesar!",2016,106,Comedy,Mystery,,6.3,101327,Ethan Coen,Joel Coen
446,"$29,747,603",When the Bough Breaks,9/9,2016,tt1389139,When the Bough Breaks,2016,107,Crime,Drama,Horror,4.9,3906,Jon Cassar,Jack Olsen
447,"$27,569,558",The Finest Hours,1/29,2016,tt2025690,The Finest Hours,2016,117,Action,Drama,History,6.8,51448,Craig Gillespie,Scott Silver
448,"$27,383,770",Florence Foster Jenkins,8/12,2016,tt4136084,Florence Foster Jenkins,2016,111,Biography,Comedy,Drama,6.9,39672,Stephen Frears,Nicholas Martin
449,"$27,007,844",Hell or High Water,8/12,2016,tt6043054,Hell or High Waters,2016,\N,Action,,,5.1,34,Paul T.T. Easter,Paul T.T. Easter
450,"$26,594,261",The Forest,1/8,2016,tt3592218,The Forest,2014,72,Documentary,History,,6.8,16,Sinisa Dragin,Sinisa Dragin
451,"$25,138,705",The Witch,2/19,2016,tt4263482,The Witch,2015,92,Horror,Mystery,,6.8,123882,Robert Eggers,Robert Eggers
452,"$25,138,705",The Witch,2/19,2016,tt5634336,The Litch,2017,90,Horror,,,8.2,5,James Balsamo,James Balsamo
453,"$25,138,705",The Witch,2/19,2016,tt6186362,The Witching,2016,80,Horror,,,3.9,416,Corey Norman,Michelle Davidson
454,"$24,252,420",Bridget Jones's Baby,9/16,2016,tt1473832,Bridget Jones's Baby,2016,118,Comedy,Romance,,6.6,52655,Sharon Maguire,Helen Fielding
455,"$23,591,043",Kevin Hart: What Now?,10/14,2016,tt4669186,Kevin Hart: What Now?,2016,96,Comedy,Documentary,,5.8,7028,Leslie Small,Kevin Hart
456,"$21,587,519",Snowden,9/16,2016,tt3774114,Snowden,2016,134,Biography,Drama,Thriller,7.3,103122,Oliver Stone,Kieran Fitzgerald
457,"$20,774,575",God's Not Dead 2,4/1,2016,tt2528814,God's Not Dead,2014,113,Drama,,,4.8,36038,Harold Cronk,Hunter Dennis
458,"$20,591,853",Keanu,4/29,2016,tt4139124,Keanu,2016,100,Action,Comedy,,6.3,37331,Peter Atencio,Jordan Peele
459,"$18,730,891",The Choice,2/5,2016,tt3797868,The Choice,2016,111,Drama,Romance,,6.6,25910,Ross Katz,Bryan Sipe
460,"$15,861,566",The Birth of a Nation,10/7,2016,tt4196450,The Birth of a Nation,2016,120,Biography,Drama,History,6.4,16819,Nate Parker,Nate Parker
461,"$14,444,999","Hello, My Name is Doris",3/11,2016,tt3766394,"Hello, My Name Is Doris",2015,90,Comedy,Drama,Romance,6.6,15612,Michael Showalter,Laura Terruso
462,"$14,016,568",Love & Friendship,5/13,2016,tt3068194,Love & Friendship,2016,90,Comedy,Drama,Romance,6.4,19238,Whit Stillman,Whit Stillman
463,"$13,880,630",A Beautiful Planet,4/29,2016,tt2800050,A Beautiful Planet,2016,45,Documentary,,,7.6,533,Toni Myers,Toni Myers
464,"$11,686,940",Fifty Shades of Black,1/29,2016,tt4667094,Fifty Shades of Black,2016,92,Comedy,,,3.5,15287,Michael Tiddes,Marlon Wayans
465,"$11,103,205",Cafe Society,7/15,2016,tt4513674,Caf¨¦ Society,2016,96,Comedy,Drama,Romance,6.6,55677,Woody Allen,Woody Allen
466,"$10,938,134",Pride and Prejudice and Zombies,2/5,2016,tt1374989,Pride and Prejudice and Zombies,2016,108,Action,Horror,Romance,5.8,40972,Burr Steers,Burr Steers
467,"$9,639,125",Popstar: Never Stop Never Stopping,6/3,2016,tt3960412,Popstar: Never Stop Never Stopping,2016,87,Comedy,Music,,6.7,39331,Akiva Schaffer,Andy Samberg
468,"$9,097,072",Meet the Blacks,4/1,2016,tt4191580,Meet the Blacks,2016,94,Comedy,Horror,,5.8,22281,Deon Taylor,Nicole DeMasi
469,"$8,821,329",Ratchet & Clank,4/29,2016,tt2865120,Ratchet & Clank,2016,94,Action,Adventure,Animation,5.6,8238,Jericca Cleland,T.J. Fixman
470,"$7,751,969",Loving ,11/4,2016,tt4669986,Loving,2016,123,Biography,Drama,Romance,7.0,24583,Jeff Nichols,Jeff Nichols
471,"$6,490,401",The Young Messiah,3/11,2016,tt1002563,The Young Messiah,2016,111,Drama,Fantasy,,5.6,2580,Cyrus Nowrasteh,Anne Rice
472,"$6,304,223",Southside with You,8/26,2016,tt4258698,Southside with You,2016,84,Biography,Drama,History,6.4,6428,Richard Tanne,Richard Tanne
473,"$4,799,774",Incarnate,12/2,2016,tt3216348,Incarnate,2016,91,Fantasy,Horror,Mystery,5.2,8837,Brad Peyton,Ronnie Christensen
474,"$4,772,155",Absolutely Fabulous: The Movie,7/22,2016,tt2112096,Absolutely Fabulous: The Movie,2016,91,Comedy,Crime,,5.4,9766,Mandie Fletcher,Jennifer Saunders
475,"$4,210,454",Swiss Army Man,6/24,2016,tt4034354,Swiss Army Man,2016,97,Adventure,Comedy,Drama,7.0,79029,Daniel Scheinert,Daniel Scheinert
476,"$3,915,251",Morgan,9/2,2016,tt4520364,Morgan,2016,92,Action,Horror,Sci-Fi,5.8,31074,Luke Scott,Seth W. Owen
477,"$3,903,095",Kabali,7/21,2016,tt5071886,Kabali,2016,153,Action,Crime,Drama,6.4,9161,Pa. Ranjith,Pa. Ranjith
478,"$3,866,794",The Man Who Knew Infinity,4/29,2016,tt0787524,The Man Who Knew Infinity,2015,108,Biography,Drama,,7.2,37301,Matt Brown,Matt Brown
479,"$3,818,664",Max Steel,10/14,2016,tt1472584,Max Steel,2016,92,Action,Adventure,Family,4.6,14913,Stewart Hendler,Christopher Yost
480,"$3,652,206",Rules Don't Apply,11/23,2016,tt1974420,Rules Don't Apply,2016,127,Comedy,Drama,Romance,5.7,6515,Warren Beatty,Warren Beatty
481,"$3,479,315",A Man Called Ove,9/30,2016,tt4080728,A Man Called Ove,2015,116,Comedy,Drama,Romance,7.7,31682,Hannes Holm,Hannes Holm
482,"$3,400,278",Everybody Wants Some!!,3/30,2016,tt2937696,Everybody Wants Some!!,2016,117,Comedy,,,7.0,43456,Richard Linklater,Richard Linklater
483,"$3,153,157",Our Kind of Traitor,7/1,2016,tt1995390,Our Kind of Traitor,2016,108,Crime,Drama,Thriller,6.2,15242,Susanna White,John le Carr¨¦
484,"$3,000,342",The Other Side of the Door,3/4,2016,tt2260254,The Other Side of the Mirror,2016,123,Drama,Fantasy,History,2.5,554,Zach Hamer,Zach Hamer
485,"$3,000,342",The Other Side of the Door,3/4,2016,tt3566920,The Other Side of the Door,2014,90,Drama,,,3.8,5,Ira Farmer,Ira Farmer
486,"$3,000,342",The Other Side of the Door,3/4,2016,tt3702652,The Other Side of the Door,2016,96,Horror,,,5.3,14568,Johannes Roberts,Johannes Roberts
487,"$2,964,845",Anthropoid,8/12,2016,tt4190530,Anthropoid,2016,120,Biography,History,Thriller,7.2,33076,Sean Ellis,Sean Ellis
488,"$2,610,896",Miles Ahead,4/1,2016,tt0790770,Miles Ahead,2015,100,Action,Biography,Comedy,6.4,7771,Don Cheadle,Steven Baigelman
489,"$2,341,534",Elle,11/11,2016,tt3060600,Elle,2013,57,Biography,Documentary,,6.8,8,Geraldine Brezca,Geraldine Brezca
490,"$2,341,534",Elle,11/11,2016,tt3716530,Elle,2016,130,Crime,Drama,Thriller,7.2,47803,Paul Verhoeven,Philippe Djian
491,"$2,313,043",A Aa,6/1,2016,tt5684466,A Aa,2016,152,Comedy,Drama,Romance,7.0,1083,Trivikram Srinivas,Trivikram Srinivas
492,"$2,152,738",Paterson,12/28,2016,tt2922516,Patron,2013,71,Biography,Documentary,,6.0,11,Pia Andell,Pia Andell
493,"$1,978,592",Demolition,4/8,2016,tt1172049,Demolition,2015,101,Comedy,Drama,,7.0,69547,Jean-Marc Vall¨¦e,Bryan Sipe
494,"$1,918,403",Shin Godzilla,10/11,2016,tt4262980,Shin Godzilla,2016,120,Action,Adventure,Drama,6.7,14350,Shinji Higuchi,Hideaki Anno
495,"$1,801,550",M.S. Dhoni: The Untold Story,9/30,2016,tt4169250,M.S. Dhoni: The Untold Story,2016,184,Biography,Drama,Sport,7.8,25066,Neeraj Pandey,Neeraj Pandey
496,"$1,676,108",Weiner,5/20,2016,tt5278596,Weiner,2016,96,Documentary,,,7.6,8355,Elyse Steinberg,Josh Kriegman
497,"$1,659,002",The Comedian,12/9,2016,tt1967614,The Comedian,2016,120,Comedy,,,5.8,4897,Taylor Hackford,Art Linson
498,"$1,513,793",Jane Got a Gun,1/29,2016,tt2140037,Jane Got a Gun,2015,98,Action,Drama,Western,5.9,17082,Gavin O'Connor,Brian Duffield
499,"$1,333,124",The Neon Demon,6/24,2016,tt1974419,The Neon Demon,2016,118,Horror,Thriller,,6.2,63123,Nicolas Winding Refn,Nicolas Winding Refn
500,"$1,264,339",Mohenjo Daro,8/12,2016,tt3859980,Mohenjo Daro,2016,155,Action,Adventure,Drama,5.9,8722,Ashutosh Gowariker,Ashutosh Gowariker
501,"$1,124,045",Wazir,1/8,2016,tt0315642,Wazir,2016,103,Action,Crime,Drama,7.2,14484,Bejoy Nambiar,Vidhu Vinod Chopra
502,"$1,115,615",Papa: Hemingway in Cuba,4/29,2016,tt2749282,Papa Hemingway in Cuba,2015,110,Biography,Drama,,6.3,990,Bob Yari,Denne Bart Petitclerc
503,"$1,055,287",Elvis & Nixon,4/22,2016,tt2093991,Elvis & Nixon,2016,86,Comedy,History,,6.4,10840,Liza Johnson,Joey Sagal
504,"$1,016,985",The Hollars,8/26,2016,tt3714720,The Hollars,2016,88,Comedy,Drama,Romance,6.5,8418,John Krasinski,Jim Strouse
505,"$897,876",Gentleman,6/17,2016,tt2058617,Gentlemen,2014,141,Drama,Romance,Thriller,6.3,622,Mikael Marcimain,Klas ?stergren
506,"$897,876",Gentleman,6/17,2016,tt5613834,A Gentleman,2017,145,Action,Comedy,Thriller,6.4,3775,Krishna D.K.,Raj Nidimoru
507,"$812,737",Dishoom,7/29,2016,tt3679060,Dishoom,2016,124,Action,Adventure,Comedy,5.1,4920,Rohit Dhawan,Rohit Dhawan
508,"$800,012",Operation Mekong,9/30,2016,tt6044910,Operation Mekong,2016,124,Action,Adventure,Crime,6.7,2676,Dante Lam,Kang Kei Chu
509,"$744,541",I Belonged to You,9/30,2016,tt6074202,I Belonged to You,2016,112,Drama,Romance,,5.3,268,Yibai Zhang,Jiajia Zhang
510,"$700,723",Chaar Sahibzaade: Rise of Band Singh Bahadur,11/11,2016,tt6246170,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,2016,134,Animation,,,8.3,385,Harry Baweja,Harry Baweja
511,"$685,780",Mr. Church,9/16,2016,tt4196848,Mr. Church,2016,104,Comedy,Drama,,7.6,20062,Bruce Beresford,Susan McMartin
512,"$597,251",Master,12/30,2016,tt2161435,Masters,2013,\N,Action,,,6.9,8,Jason Lau,Jason Lau
513,"$568,876",Tunnel,8/26,2016,tt5910280,Tunnel,2016,126,Action,Drama,Thriller,6.9,4350,Seong-hun Kim,Seong-hun Kim
514,"$566,006",Knight of Cups,3/4,2016,tt2101383,Knight of Cups,2015,118,Drama,Romance,,5.7,20242,Terrence Malick,Terrence Malick
515,"$561,460",Harry & Snowman,9/30,2016,tt2898306,Harry & Snowman,2015,84,Biography,Documentary,Drama,7.7,443,Ron Davis,Ron Davis
516,"$560,824",Cold War 2,7/8,2016,tt5112622,Cold War II,2016,110,Action,Crime,Drama,6.6,1916,Kim-Ching Luk,Lok Man Leung
517,"$544,098",American Pastoral,10/21,2016,tt0376479,American Pastoral,2016,108,Crime,Drama,,6.1,10957,Ewan McGregor,Philip Roth
518,"$498,000",Befikre,12/9,2016,tt5108476,Befikre,2016,130,Comedy,Drama,Romance,3.8,5746,Aditya Chopra,Aditya Chopra
519,"$490,643",The Boy and the Beast,3/4,2016,tt4272866,The Boy and the Beast,2015,119,Action,Adventure,Animation,7.7,12959,Mamoru Hosoda,Mamoru Hosoda
520,"$477,453",Wiener-Dog,6/24,2016,tt4144190,Wiener-Dog,2016,88,Comedy,Drama,,5.9,7537,Todd Solondz,Todd Solondz
521,"$467,555",Our Little Sister,7/8,2016,tt3756788,Our Little Sister,2015,128,Comedy,Drama,,7.5,7735,Hirokazu Koreeda,Akimi Yoshida
522,"$467,555",Our Little Sister,7/8,2016,tt5434870,Little Sister,2016,91,Comedy,Drama,,6.3,2593,Zach Clark,Zach Clark
